A_count	T_count	G_count	C_count	Geneid	d11_KO_Lhx8	d11_KO_Stat3	d11_KO_Sub1	d13_KO_Ccnk	d13_KO_Dynll1	d13_KO_Ell3	d13_KO_Foxr1	d13_KO_Hes6	d13_KO_Kdm1b	d13_KO_Mef2b	d13_KO_Nobox	d13_KO_Noto	d13_KO_Sfr1	d13_KO_Tbpl2	d13_KO_Tcf25	d13_KO_Thap7	d13_KO_Ybx3	d11_WT	d13_WT
18	15	46	21	Ddit4	53.515	42.21	33.38	19.02	108.655	24.88	30.575	29.775	16.525	25.6	251.005	20.85	17.21	31.34	20.285	11.065	19	18.43	22.57
16	15	28	41	Dhcr24	87.085	141.8	111.56	122.675	263.09	58.2	78.34	48.18	65.355	68.01	217.015	77.565	84.69	97.01	94.39	68.045	64.47	147.62	65.625
30	17	28	25	Rab3il1	19.27	5.505	17.98	82.285	12.805	65.3	82.47	78.135	73.165	82.195	3.35	63.515	103.74	33.09	104	71.06	66.23	74.145	71.99
39	13	30	18	Yipf2	123.925	138.775	109.05	36.71	52.78	27.175	32.435	29.355	34.58	35.055	44.32	30.78	38.265	97.83	35.02	41.395	52.375	47.34	31.275
9	9	55	27	Pik3cb	19.07	23.88	27.46	26.035	31.73	21.95	24.91	19.26	28.075	21.615	22.46	28.545	26.38	28.19	22.475	25.365	21.55	25.055	25.485
18	19	36	27	Lmbr1l	41.34	46.095	41.085	91.05	69.82	48.99	72.275	47.6	60.93	73.54	73.195	59.435	84.27	33.405	75.805	62.44	58.715	83.63	45.98
20	13	39	28	Rrp7a	30.15	21.955	24.695	57.96	39.27	35.055	43.43	41.16	51.255	46.795	50.435	53.135	50.67	44.435	43.86	50.21	38.82	60.45	36.75
15	8	41	36	Wipi2	93.27	115.7	111.295	129.86	101.83	70.89	103.375	68.37	94.685	90.55	191.625	91.585	99.365	95.66	109.72	85.865	87.935	90.975	89.005
13	19	41	27	Naa15	111.56	130.25	94.985	47.51	97.485	34.21	47.125	32.73	42.93	34.995	61.39	37.605	45.365	81.545	49.1	38.98	54.115	58.835	43.51
19	17	37	27	Manf	242.595	180.215	211.34	117.015	123.18	148.585	124.23	147.155	142.29	131.015	149.91	174.545	133.205	202.335	137.15	138.845	187.985	143.115	152.335
20	22	32	26	Usp38	44.355	55.51	45.425	53.65	39.265	34.555	48.365	36.34	42.93	38.9	35.825	36.06	50.185	41.965	50.055	38.65	33.405	34.235	46.13
14	21	36	29	Ccdc181	192.835	190.095	149.655	160.06	138.98	111.425	126.96	124.17	106.835	122.88	193.68	109.975	133.275	172.525	120.595	122.58	156.635	133.89	107.725
23	17	36	24	Iqca	2.21	0.515	10.755	165.43	2.38	74.98	88.875	80.26	76.605	94.47	51.47	90.905	100.205	60.76	85.11	105.17	82.22	89.265	79.745
10	15	44	31	Usp47	142.67	181.165	148.91	111.87	134.93	79.09	112.13	73.41	87.81	87.765	108.86	75.325	98.53	132.865	120.87	86.235	92.68	97.71	101.58
15	14	35	36	Fam63a	33.765	36.88	49.34	63.67	52.51	71.17	78.63	85.415	56.8	83.525	52.36	60.015	85.275	37.145	69.3	55.67	56.725	36.025	59.26
18	18	36	28	Sf3a3	140.79	146.885	124.245	127.59	210.075	95.425	123.32	127.845	108.485	118.845	157.825	84.84	126.675	140.515	129.26	115.36	112.795	145.605	99.055
13	17	24	46	Lysmd4	7.295	7.17	6.565	15.63	9.06	12.225	16.975	11.185	13.255	14.865	23.17	11.215	15.37	10.995	14.255	14.04	13.915	18.435	13.07
12	14	30	44	Rasd2	62.275	68.955	82.825	59.075	91.24	32.6	39.08	31.615	27.945	36.235	50.935	31.325	40.78	43.315	57.295	37.005	28.065	78.555	42.25
25	13	33	29	Tmem180	12.87	15.31	12.27	37	24.83	27.9	28.905	28.955	27.98	36.695	28.285	31.19	33.515	32.405	41.755	36.58	33.485	42.165	30.095
15	12	44	29	Meiob	201.52	191.515	198.155	24.65	71.9	6.955	8.89	4.29	8.66	8.495	30.865	12.715	9.865	117.215	6.825	11.395	81.965	41.63	9.27
14	25	40	21	Dpp3	63.42	99.745	95.41	64.125	160.945	36.91	47.345	36.735	45.945	45.965	108.48	36.57	47.925	67.885	52.405	44.65	54.54	70.46	49.915
5	10	51	34	Rnf19b	247.56	265.655	247.955	120.31	160.74	65.18	97.9	70.035	81.81	83.57	142.675	81.49	90.285	187.55	86.45	77.18	146.52	127.085	77.79
16	17	21	46	Pelp1	59.58	71.845	61.16	121.335	117.54	72.765	100.725	68.965	88.37	93.195	83.27	72.495	112.185	72.11	120.25	82.5	64.295	101.885	91.145
29	23	31	17	4930550C14Rik	1.735	2.58	3.53	68.82	3.565	78.005	72.705	74.985	70.6	70.49	7.825	103.795	70.625	27.24	75.01	81.43	46.475	45.465	86.595
20	14	25	41	Taf1d	123.905	125.395	146.965	77.075	150.475	69.555	73.35	68.665	90.29	60.445	106.66	75.775	67.315	107.145	55.43	65.77	74.395	113.155	73.015
11	11	33	45	Etnk1	186.165	202.715	183.56	283.785	133.17	227.205	299.855	204.38	248.965	255.455	244.83	289.71	269.43	205.98	317.525	241.415	213.55	214.315	308.765
9	24	29	38	Atf7ip2	110.345	111.095	86.595	19.46	40.065	7.33	8.125	6.975	4.09	5.095	12.4	10.02	4.95	62.62	6.185	6.21	40.63	7.47	7.875
14	22	32	32	Mphosph8	517.585	731.93	515.96	191.82	455.55	115.715	159.895	115.42	160.995	114.485	230.72	119.22	151.665	364.93	174.13	147.205	230.555	217.05	131.595
16	17	37	30	Mrpl32	74.165	48.625	79.58	132.3	67.08	135.51	129.595	156.705	119.055	144.15	117.645	138.3	143.92	116.37	122.335	190.55	129.71	129.22	124.515
19	24	35	22	Ndufs7	479.935	432.18	431.395	599.425	366.065	587.095	473.715	555.53	550.865	547.465	570.86	663.585	515.145	591.91	455.15	606.945	526.555	599.135	580.615
4	15	17	64	Kmt2b	90.34	113.225	101.925	59.275	110.565	26.57	38.68	24.955	31.17	36.025	107.375	38.61	39.375	57.195	44.575	32.05	42.05	49.46	35.4
14	26	13	47	Arhgap12	94.49	111.135	73.745	61.87	61.8	49.495	58.365	54.22	52.795	52.415	52.77	56.115	60.01	81.025	64.79	57.32	72.125	65.535	51.475
23	30	25	22	Nop14	115.435	159.37	126.665	154.265	213.31	119.57	129.215	116.65	125.71	108.545	136.24	121.015	129.595	142.465	141.835	132.365	108.345	149.38	123.815
20	12	35	33	Mettl5	97.595	101.215	100.175	85.64	105.13	75.725	68.905	72.785	87.185	72.305	97.525	92.265	68.835	104.565	87.845	101.255	81.62	140.35	79.425
14	19	26	41	Tti1	104.655	138.895	109.235	86.58	114.95	65.65	81.845	65.27	75.89	76.78	69.025	64.215	84.815	104.97	91.69	72.985	86.5	79.71	73.22
35	26	15	24	Anapc15	112.45	100.44	149.155	137.125	129.67	165.57	118.64	158.985	161.295	136.37	149.92	162.29	135.93	115.525	127.29	150.965	121.325	142.415	154.535
15	25	37	23	Ascc2	82.69	150.955	81.29	75.585	107.55	45.985	56.455	49.45	52.28	57.88	102.58	50.455	56.205	86.975	58.775	58.615	61.265	46.63	47.78
15	21	36	28	Phpt1	241.125	279.34	267.575	416.545	228.02	369.095	296.105	339.135	357.48	358.74	325.545	426.64	262.66	368.43	276.01	386.895	312.4	293.81	369.775
30	15	32	23	Syce3	194.89	86.015	188.16	47.725	90.265	10.93	8.43	8.6	10.535	11.115	57.92	28.455	9.345	59.4	11.86	17.77	87.465	51.95	10.295
22	25	27	26	Iqcf5	0	0	0.315	86.71	2.885	55.17	50.125	59.275	53.6	57.02	35.375	85.835	52.75	26.795	35.425	69.465	35.27	27.11	68.605
16	20	34	30	Morn5	33.37	5.16	34.7	24.575	13.14	13.91	10.9	15.905	17.1	16.78	43.265	16.56	10.105	18.855	15.38	21.33	29.04	48.68	16.92
24	25	18	33	1700013H16Rik	294.325	218.24	201.02	20.395	97.845	0.055	4.245	0	0.925	1.965	140.615	9.8	2.64	227.115	0.635	4	63.36	20.93	0.79
13	14	36	37	Zc3h14	153.3	172.37	152.8	146.22	164.59	105.895	130.98	99.385	105.32	119.175	152.57	107.84	120.4	148.115	129.365	116.69	104.035	170.075	104.29
16	19	19	46	Ep400	111.08	130.215	129.12	85.535	121.225	49.705	64.305	42.8	55.155	61.21	113.435	63.725	69.225	80.815	63.115	52.6	60.34	58.865	51.03
34	17	26	23	Ccdc101	234.235	204.595	208.655	297.505	145.54	307.23	295.885	322.215	264.47	338.065	156.545	260.86	274.525	198.23	282.285	286.215	278.91	182.715	280.615
21	15	28	36	Nhej1	79.005	62.235	67.33	57.875	70.015	39.485	40.785	42.405	35.155	43.025	84.995	49.105	39.48	80.015	39.94	57.905	47.605	53.715	44.49
13	20	23	44	Dusp4	7.84	17.98	15.435	4.085	14.87	2.865	3.545	1.91	1.65	2.38	6.985	3.05	3.015	14.37	1.155	1.63	4.46	6.165	2.83
26	20	13	41	Malsu1	173.38	126.495	137.75	144.59	127.41	145.665	112.03	146.67	153.42	118.995	128.55	177.29	134.84	148.665	140.165	173.555	151.26	193.405	150.64
21	15	38	26	Ndufaf2	102.09	91.305	110.21	105.34	140.605	129.895	91.575	115.85	117.045	94.71	80.675	118.46	90.31	103.265	78.14	118.32	126.31	108.94	119.955
13	16	46	25	Kdm5b	150.29	214.1	177.44	79.025	197.545	25.43	42.94	24.48	38.95	38.68	201.745	44.14	44.625	118.49	46.885	43.975	83.605	84.1	39.915
27	25	23	25	Wnk2	7	4.915	18.205	95.56	7.405	85.8	103.66	75.075	76.095	109.395	57.78	73.305	110.985	28.59	127.8	69.615	48.565	67.76	101.88
20	26	35	19	Chmp4b	345.29	358.41	352.92	261.265	274.75	218.045	203.85	187.74	245.92	209.595	270.93	235.12	204.87	322.77	233.38	266.12	264.595	358.165	223.505
8	11	25	56	Gns	86.555	61.515	124.485	112.45	62.255	64.675	72.15	58.355	71.79	78.575	95.77	72.61	80.745	80.965	68.865	71.155	90.72	92.86	65.495
20	13	30	37	Med25	117.175	124.19	157.48	275.845	168.745	163.355	215.63	179.555	194.65	236.115	220.01	217.77	230.825	171.29	217.585	214.27	177.66	218.345	209.165
13	32	25	30	Kxd1	118.115	117.585	132.585	76.96	108.03	56.005	57.8	52.35	66.885	58.375	103.51	57.605	65.69	113.055	54.81	76.915	103.73	85.34	52.46
10	11	43	36	Tex30	892.505	1034.035	729.895	257.825	666.55	252.355	228.155	229.995	232.18	209.46	318.07	272.44	207.51	590.2	242.805	266.69	341.28	344.79	267.04
3	20	29	48	Metap1	71.49	66.72	70.99	72.3	94.9	71.62	66.805	65.135	77.26	61.61	96.86	67.975	71.91	77.185	73.905	68.22	61.57	92.61	74.53
16	19	42	23	Snapc1	69.165	68.645	50.015	52.625	71.665	46.145	42.495	40.815	47.125	43.31	61.7	48.595	41.545	70.765	44.1	46.13	47.67	58.58	46.6
22	17	23	38	Ccdc172	133.6	81.36	98.51	59.42	104.415	48.665	53.245	46.965	42.19	48.62	79.945	61.455	40.97	107.045	57.2	58.36	90.195	90.31	41.92
24	32	19	25	Speer4a	12.485	0.505	7.01	13.515	5.5	6.255	4.66	3.32	11.265	4.28	16.185	5.96	9.28	8.78	6.385	3.61	5.875	7.62	8.36
5	8	34	53	Ccdc64	121.98	88.955	85.405	66.41	51.945	39.45	51.575	38.195	45.685	49.12	70.545	58.43	55.505	52.26	58.705	39.355	58.37	48.53	54.735
18	26	18	38	Pik3r4	40.44	38.1	49.3	136.7	71.16	111.175	148.125	114.795	97.365	132.72	76.245	94.87	158.77	64.845	167.435	106.45	86.22	94.79	128.38
19	17	35	29	Ippk	59.33	68.275	68.675	177.23	57.235	166.89	191.725	166.69	160.675	170.56	105.79	149.915	187.51	90.125	167.55	149.455	109.715	86.54	156.525
28	13	31	28	Nr2c2ap	39.505	28.82	57.875	120.9	57.755	111.01	109.95	122.335	106.38	110.595	98.85	106.79	122.97	78.505	129.455	121.83	103.21	136.525	106.78
17	14	32	37	Eif4b	277.06	296.43	258.595	288.37	298.055	203.37	269.355	206.31	199.11	237.105	294.26	198.51	236.63	276.315	253.505	224.005	229.985	257.2	191.6
26	19	21	34	Mff	202.175	196.415	216.24	235.045	163.79	239.58	245.03	247.25	221.305	249.52	166.495	233.99	239.985	226.495	226.405	258.515	224.95	214.62	221.735
16	20	26	38	Bcl2l12	44.39	72.305	77.885	27.375	88.365	25.4	21.71	21.375	27.99	29.88	58.8	33.39	32.465	48.995	26.495	38.595	43.585	55.115	33.575
31	36	14	19	Rian	4.81	3.775	3.715	1.65	19.855	0.23	1.345	0.895	2.405	1.31	5.325	0.75	1.435	4.925	1.395	0.9	1.445	6.47	0
10	17	46	27	Sesn3	97.075	104.1	79.945	125.045	72.735	79.56	116.35	84.71	87.45	102.535	207.12	97.44	87.395	90.395	93.905	90.395	93.23	70.56	89.03
25	18	28	29	Ipo4	76.225	129.29	119.25	148.99	200.07	89.2	105.48	88.545	104.4	115.35	131.165	101.39	127.23	117.735	140.695	105.95	89.21	134.5	105.1
17	23	41	19	Klf17	0.25	0.48	0.83	16.495	0.555	28.425	51.445	45.1	30.715	43.085	7.705	19.365	51.55	4.375	50.86	19.185	14.675	1.58	26.53
15	17	37	31	9130401M01Rik	84.98	52.83	62.585	98.575	203.25	84.89	74.925	76.025	94.975	75.535	143.45	81.32	96.245	101.03	96.645	115.345	88.19	129.355	89.915
22	21	23	34	Adad2	73.755	63.13	136.595	226.84	112.66	186.94	177.475	168.485	222.98	191.52	56.79	196.5	217.69	70.22	256.04	195.92	117.315	154.865	204.695
24	14	35	27	Ckap5	147.725	214.58	155.985	60.755	147.465	30.915	41.49	31.925	38.9	34.965	76.665	34.425	36.44	118.135	46.595	45.315	76.65	47.82	42.015
26	16	32	26	4930447C04Rik	853.15	813.02	653.8	89.5	493.035	11.425	22.9	8.87	18.455	7.645	167.03	41.765	10.325	487.88	14.385	30.425	276.005	103.175	20.015
18	22	31	29	Senp2	115.325	126.35	110.87	86.55	74.885	76.06	89.16	71.485	83.78	79.875	84.565	84.995	91.125	89.895	91.315	79.12	82.27	91.545	86.005
21	17	38	24	Hormad2	221.29	300.305	160.025	36.095	123.34	14.21	16.025	9.26	14.93	10.675	62.52	24.525	10.41	156.265	19.87	16.095	71.36	25.85	17.255
11	13	33	43	Zfp821	30.23	33.895	34.205	33.485	36.665	22.875	32.935	27.635	23.245	26.59	49.19	20.085	31.385	27.87	33.73	24.14	36.335	27.01	20.545
24	14	32	30	Dcp1a	30.605	45.66	49.505	42.735	40.625	46.81	55.085	44.06	42.505	52.56	26.265	50.515	53.39	36.91	54.31	40.585	42.51	57.235	52.5
17	18	46	19	Vmp1	407.14	334.165	259.77	83.465	117.06	59.87	71.38	57.01	95.25	57.335	186.31	68.04	60.665	215.69	66.185	76.5	159.015	284.235	56.95
16	22	28	34	Srrm2	387.385	652.15	596.97	169.05	401.23	86.78	129.575	78.205	101.42	117.49	266.335	129.16	118.1	248.25	133.89	99.27	213.61	173.22	117.955
8	7	51	34	Trappc8	120.45	133.34	114.825	59.45	77.305	41.205	54.105	40.55	46.685	45.625	56.625	51.61	46.775	101.285	51.64	49.115	66.47	52.79	48.58
10	13	33	44	Slain2	50.49	54.175	47.2	66.42	33.33	56.36	67.27	55.02	60.195	62.555	46.955	60.945	68.01	56.385	73.11	56.945	55.36	62.02	61.65
19	5	50	26	Zc3h18	57.315	69.125	60.12	48.97	75.375	34.585	39.345	29.025	34.85	36.695	61.155	33.73	44.295	51.085	45.685	34.95	37.06	39.29	32.785
13	15	51	21	Ncapg2	109.045	144.73	70.12	47.975	85.33	26.475	28.96	21.945	26.225	26.365	95.43	27.475	26.505	96.74	27.735	25.635	57.155	35.08	31.965
17	16	20	47	Mgea5	105.81	136.72	126.1	176.755	188.84	138.46	187.695	140.585	132.555	154.74	202.315	143.465	159.085	125.38	178.05	129.175	118.815	164.8	149.425
5	13	28	54	Pcgf5	140.44	142.65	150.99	104.155	235.615	85.315	79.71	69.425	100.77	82.49	151.07	91.9	88.98	130.63	103.63	97.675	93.765	169.585	104.13
17	15	32	36	Gpsm2	94.58	152.985	101.39	82.425	99.285	46.705	54.315	46.13	44.305	50.82	56.26	60.115	62.105	107.38	60.025	54.89	70.085	60.825	47.265
19	21	30	30	Las1l	193.085	138.28	130.805	126.9	112.455	69.765	87.27	77.425	81.3	84.745	158.195	79.37	91.545	134.565	94.91	91.12	107.755	139.255	75.495
29	29	25	17	Snrnp35	47.785	54.325	49.345	19.81	51.78	18.34	14.25	15.25	18.84	15.58	18.38	18.02	15.1	31.17	12.15	23.56	32.28	25.17	18.99
6	21	48	25	Abhd12	170.81	162.695	180.73	186.89	107.635	206.835	200.165	212.74	208.805	220.165	138.605	214.675	218.955	154.075	196.49	190.845	214.375	158.125	205.03
21	25	19	35	Stard3nl	112.375	91.875	89.515	100.875	143.43	93.065	85.1	86.02	91.645	84.85	138.09	90.625	83.515	99.8	85.225	115	81.015	111.03	78.82
14	15	48	23	Spcs3	114.24	109.135	106.79	161.365	66.955	140.86	159.52	136.6	156.41	135.81	123.105	156.96	157.805	130.085	167.285	153.37	139.78	157.93	158.505
9	17	35	39	Dnttip1	213.385	169.565	181.08	108.025	167.31	92.115	88.615	86.365	79.83	89.675	154.42	105.35	93.095	166.975	85.885	117.2	118.27	139.88	95.16
17	11	24	48	Grhpr	64.21	47.54	44.02	127.225	74.015	90.805	85.005	116.77	97.465	111.89	171.4	97.295	107.52	106.235	93.755	133.865	142.18	145.175	99.575
15	19	28	38	Gstk1	83.035	13.13	32.425	33.555	41.89	36.325	30.285	30.28	44.93	39.955	159.79	47.94	33.99	61.845	25.59	76.7	70.66	123.065	53.035
13	16	37	34	Fads1	39.39	54.185	42.47	12.235	59.26	3.495	8.725	4.685	11.645	5.97	32.715	8.635	6.365	24.965	4.02	9.265	32.83	33.31	2.155
17	17	28	38	Ndfip2	87.245	66.695	71.86	156.585	42.745	211.65	198.885	223.135	219.86	206.755	58.875	191.755	219.08	101.475	210.745	177.115	141.49	96.22	214.3
11	9	57	23	Atp11b	94.755	96.315	90.855	119.46	87.76	98.355	121.52	96.905	104.415	97.665	205.96	108.725	109.22	108.97	125.785	117.135	105.885	126.495	109.505
25	20	31	24	Erp44	148.7	164.245	120.545	64.735	85.375	57.08	68.515	62.55	72.24	55.165	96.935	48.855	61.2	126.79	70.02	65.12	100.69	83.235	58.09
10	16	34	40	Osbp	61.295	73.465	72.45	102.515	62.465	87.39	103.78	79.695	89.555	91.69	72.22	86.455	96.85	76.78	111.705	83.775	67.505	91.405	112.795
18	14	38	30	Rab1b	176.14	197.07	261.16	377.695	218.28	377.865	389.595	393.365	368.82	432.01	274.905	361.86	423.555	304.15	392.18	412.93	304.255	339.09	381.71
16	24	33	27	Tgds	21.275	18.515	16.565	10.695	31.185	10.255	11.54	10.39	10.4	12.33	19.165	8.345	11.745	14.26	12.61	10.61	21.42	20.895	9.885
32	24	21	23	Zfp735	0	0	0	1.585	0.08	1.73	2.16	2.68	1.265	1.415	0	2.27	2.02	0.245	0.91	1.01	0.675	0	2.045
22	22	37	19	Ift43	84.245	64.8	144.065	242.375	130.055	225.16	215.27	239.325	214.295	236.605	178.33	242.47	234.97	157.155	191.465	285.15	228.585	254.075	211.92
14	15	38	33	Znrd1as	74.43	45.245	70.25	64.64	53.825	82.775	80.97	90.505	89.26	85.175	136.32	88.81	87.385	77.02	75.715	104.14	73.11	123.615	72.59
14	23	25	38	Lhpp	29.645	32.13	25.11	124.585	31.705	85.155	89.925	99.94	67.085	104.015	106.515	70.28	91.01	55.09	76.475	82.865	65.44	63.165	77.31
18	15	34	33	Haus8	261.15	259.48	204.52	376.655	129.68	384.8	327.35	375.525	373.725	356.71	171.155	275.61	377.72	255.485	368.115	353.735	306.96	189.47	381.165
11	24	29	36	Smndc1	116.955	136.06	134.425	55.825	146.995	45.345	48.81	51.31	53.545	43.555	76.48	55.595	48.515	91.585	54.06	54.175	68.785	76.72	52.15
11	15	36	38	3110002H16Rik	63.87	75.17	74.975	62.53	127.645	56.95	53.735	54.48	49.25	51.395	104.695	56.945	55.84	70.64	64.325	58.81	67.485	66.97	50.315
20	16	37	27	Glt8d1	94.48	65.2	73.725	46.61	75.185	48.025	47.34	46.53	46.27	48.875	62.85	52.02	54.335	73.79	51.6	53.805	76.255	72.85	41.365
21	21	17	41	Ppp1r11	83.155	52.64	60.095	113.615	45.805	135.16	125.62	125.36	119.47	129.03	162.905	142.39	111.565	89.77	96.76	146.905	114.78	143.91	132.07
13	15	41	31	Ip6k2	93.38	69.635	80.9	74.215	67.65	46.28	71.255	55.77	48.195	57.76	143.915	47.8	69.535	78.66	58.845	59.285	90.86	96.735	34.02
18	17	27	38	Commd9	87.965	63.255	87.895	113.83	66.675	92.02	89.25	85.455	87.61	92.69	147.38	96.07	99.5	110.215	97.895	116.97	97.61	111.015	88.26
7	28	26	39	Naa38	474.205	459.085	463.025	458.97	486.435	583.875	382.57	494.78	453.295	445.135	290.175	615.835	408.955	527.855	448.175	533.235	476.115	522.025	561.73
3	25	13	59	Cln6	63.75	48.52	57.125	63.785	33.985	45.115	61.41	44.13	64.75	52.3	496.33	53.135	57.59	58.31	55.24	54.69	49.21	78.06	38.485
13	25	23	39	Il34	3.845	1.94	7.675	101.59	1.995	77.175	96.115	89.565	75.47	98.68	9.605	76.385	89.01	43.725	64.055	75.155	39.53	25.36	65.505
9	17	37	37	Ccdc6	24.765	43.795	44.355	75.755	83.625	52.64	87.66	53.445	55.545	71	108.365	52.775	81.39	33.81	87.835	44.965	43.84	56.535	49.025
11	12	34	43	Rbmxl2	178.355	169.485	151.59	46.83	170.29	54.16	50.995	49.315	44.395	53.455	98.225	47.34	54.095	151.53	48.665	58.13	82.76	42.71	63.81
19	12	44	25	Mfsd2a	3.085	4.69	11.045	5.33	9.62	9.23	13.11	15.77	11.005	12.77	7.78	4.595	15.985	0.62	5.08	4.82	6.025	0.715	8.215
21	27	37	15	Hectd3	56.995	54.345	77.09	135.66	46	132.62	161.465	132.41	139	146.425	82.43	136.02	150.685	81.435	163.37	120.45	92.705	124.99	145.275
14	20	29	37	Immt	191.03	222.555	217.675	299.685	239.52	261.62	285.275	266.48	286.13	275.32	208.665	231.66	274.595	249.525	295.035	283.955	244.71	285.13	260.96
13	14	25	48	Arfrp1	143.87	159.885	122.73	36.465	91.585	34.27	35.915	35.405	32.53	32.865	47.42	36.25	32.72	88.96	34.66	40.085	72.63	52.16	37.665
15	9	52	24	Arpc2	543.845	552.975	656.96	517.03	437.855	516.085	504.55	489.015	497.175	495.61	555.88	520.765	493.38	550.425	487.23	540.335	512.46	585.235	514.635
20	14	31	35	Kansl1	99.21	114.895	123.005	64.245	126.95	36.405	49.845	35.66	35.995	46.555	81.58	43.68	50.91	70.445	52.37	46.45	58.8	68.43	48.2
19	9	44	28	Creld2	233.7	170.165	170.29	220.52	265.955	193.65	205.3	236.12	232.885	207.075	143.535	236.65	244.865	201.89	246.98	203.935	211.23	181.26	231.84
24	19	21	36	Snx27	54.385	78.45	70.465	34.235	71.685	17.48	27.78	16.8	16.37	23.15	70.14	29.2	23.99	45.665	21.715	26.12	39.145	43.45	24.36
11	30	25	34	Cluap1	78.215	83.36	104.4	63.495	60.675	54.325	58.87	49.67	57.485	52.865	69.435	50.72	48.96	83.39	41.63	62.235	61.185	65.965	50.955
2	11	55	32	Mzt1	40.03	48.855	49.37	16.215	43.38	17.525	20.96	18.9	21.105	17.17	29.2	23.98	20.145	35.045	19.405	19.385	27.965	41.17	20.14
21	13	34	32	Snip1	40.385	46.3	46.295	70.16	60.65	57.2	62.435	54.17	66.575	59.97	54.82	53.24	65.53	49.195	70.62	56.465	42.785	59.065	59.86
24	13	38	25	Tmem234	139.21	108.83	126.835	76.355	156.545	85.645	71.425	78.8	77.475	72.4	133.77	90.47	74.62	107.815	58.44	102.995	136.965	95.52	57.015
5	8	51	36	Usp42	47.82	50.81	70.405	88.12	55.815	81.67	109.635	76.035	81.22	95.09	53.755	83.95	103.445	53.83	113.14	74.655	55.245	74.875	104.475
13	21	27	39	Calcoco2	0.725	1.69	4.885	0.13	18.14	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0.28
9	15	39	37	Mtfr1l	223.87	193.56	216.255	278.245	162.14	267.315	248.075	276.08	267.095	287.84	241.005	274.08	278.97	262.44	266.435	294.06	270.335	283.465	258.895
20	21	36	23	Hyls1	30.5	27.445	29.2	44.35	49.12	37.865	34.76	39.565	43.865	32.925	33.405	44.215	41.695	32.765	47.16	42.69	26.9	41.355	39.435
22	13	42	23	Dtl	56.51	64.66	54.17	43.955	64.105	40.765	42.895	42.045	48.905	36.695	66.58	38.68	44.84	49.105	53.54	31.175	45.44	31.615	42.665
29	16	22	33	Nlrp14	2.265	6.915	11.43	3119.61	36.365	5889.055	6263.595	6327.52	4888.505	5832.94	2.495	3732.02	5282.64	965.91	5382.615	3598.86	2386.65	457.535	5618.06
13	24	24	39	Dcun1d5	436.29	389.415	361.395	472.685	321.14	571.005	485.465	536.5	526.055	509.865	299.92	574.12	460.21	433.695	498.885	499.42	459.07	410.185	551.5
3	29	22	46	Memo1	87.545	111.8	133.22	83.72	108.94	104.4	107.68	105.665	115.15	93.76	86.335	86.88	95.415	101.77	97.82	105.63	95.545	110.335	113.575
11	11	32	46	Cers2	111.36	93.805	157.495	115.045	79.24	130.26	128.875	129.25	138.06	133.41	201.02	131.365	132.665	135.675	116.455	140.67	160.26	171.43	133.855
39	17	21	23	Ssbp4	94.29	104.845	114.81	51.765	198.685	30.245	36.35	26.335	34.365	42.155	51.725	42.285	37.47	76.65	31.425	37.07	63.235	76.78	30.565
15	22	36	27	Jade2	2.965	6.08	8.34	2.67	13.745	3.82	6.205	5.645	3.6	4.81	7.755	2.755	7.12	4.125	6.955	3.1	6.825	9.805	5.275
11	21	17	51	Mnd1	57.755	34.015	36.94	108.7	52.34	122.32	101.35	117.79	120.36	98.625	89.72	124.45	106.11	100.13	96.07	133.245	103.4	97.93	137.16
18	11	44	27	Hnrnpm	437.1	533.725	381.105	199.775	416.975	163.04	196.665	161.385	217.18	174.455	226.455	163.26	169.98	354.665	200.85	198.245	247.805	271.955	207.24
14	20	28	38	Rbm17	167.395	151.865	185.215	350.78	155.28	348.37	342.605	303.125	326.88	300.47	216.095	314.55	294.17	268.65	314.685	376.195	276.59	310.38	351.87
10	13	30	47	Nt5c2	97.555	119.305	90.505	117.325	116.75	107.7	115.27	108.225	108.41	107.365	130.52	93.055	121.755	128.17	131.015	112.765	102.765	122.325	116.96
24	12	40	24	Chmp5	207.765	132.81	145.155	277.68	100.515	258.285	242.79	238.55	291.795	236.055	254.385	320.47	240.025	243.195	250.325	329.465	259.68	284.505	299.71
29	36	13	22	2700049A03Rik	16.03	18.1	17.035	29.96	35.38	22.07	27.435	25.73	25.92	25.405	26.53	27.305	35.845	17.395	36.875	21.38	22.57	13.53	22.085
22	15	40	23	Ddrgk1	270.375	287.825	307.715	347.93	245.785	264.64	265.58	243.025	263.77	270.17	429.245	280.11	268.98	338.49	278.055	315.47	313.705	383.62	258.86
23	24	25	28	Ticrr	53.94	77.82	50.945	24.995	38.44	13.415	22.48	15.755	12.28	17.985	29.435	16.34	22.775	39.97	18.915	13.67	26.555	14.155	18.03
14	16	37	33	2700099C18Rik	47.1	40.13	47.15	49.535	44.205	52.575	43.13	41.715	46.38	35.48	19.745	61.085	43.23	41.11	47.865	59.015	42.79	45.175	53.105
15	20	24	41	2510039O18Rik	144.01	149.23	180.22	181.77	116.26	125.565	144.15	128.675	126.5	150.43	161.765	145.805	166.735	140.19	162.385	143.29	126.61	159.11	149.9
12	20	37	31	Atg16l1	79.41	94.83	88.605	109.775	82.94	122.89	124.6	120.63	120.655	123.89	68.705	126.19	129.88	83.52	120.415	94.455	92.86	82.96	134.61
